dataset,model,cls,images,gt,tp,fp,fn,precision,recall,f1,miss_rate,object_success_rate,ap50,ap75,map50_95,average_inference_ms,fps
visdrone,original_sam3,car,97,1694,1249,825,445,0.6022179363548699,0.7373081463990555,0.6629511677282378,0.2626918536009445,0.7373081463990555,0.047328281776724,0.035648280674668284,0.032025675820719655,3244.9896819796413,0.30816738973109437
visdrone,original_sam3,person,89,1903,465,516,1438,0.4740061162079511,0.2443510246978455,0.3224687933425797,0.7556489753021545,0.2443510246978455,0.018519623046642016,0.009900990099009901,0.010059295016599456,3244.9896819796413,0.30816738973109437
visdrone,finetuned_sam3,car,96,1694,983,257,711,0.792741935483871,0.5802833530106257,0.6700749829584186,0.4197166469893743,0.5802833530106257,0.036965870498312146,0.02569799018277702,0.02488957395853333,1769.415854710678,0.5651582681017135
visdrone,finetuned_sam3,person,84,1903,0,0,1903,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1769.415854710678,0.5651582681017135
